Question,Answer
신상품 컴포넌트의 상품 자동선정 기준은 무엇인가요?,"신상품은 최근 7일 이내 등록된 상품 기준으로 자동 선정됩니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
전체상품 컴포넌트 영역에서 선정기준 6가지 모두 동일한 상품 순서대로 노출돼요.,"스토어 홈의 '전체상품'영역은 선택한 선정기준에 따라 노출되고 있습니다. 전체상품 상품 선정기준은 총 8가지로 '인기도순, 최신등록순, 낮은가격순, 높은가격순, 할인율순, 누적판매순, 리뷰 많은순, 평점높은순'이 있습니다.          정렬순서 기준· 인기도순 : 최근 3일간의 구매 데이터를 통계 (당일 제외, D-1 ~ D-3 까지)· 누적 판매순 : 최근 180일간 구매 데이터를 통계 (당일 제외, D-1 ~ D-180까지)· 평점 높은 순 : 리뷰 평점 소수점 2째자리까지 고려해서 높은 순으로 정렬 · 그외 기준 : 실시간 데이터를 통계 (단, 리뷰많은순 조건은 실시간 리뷰 숫자를 기반으로 당일 작성된 리뷰를 포함 정렬되며 리뷰 작성 카운트 반영까지 시간 소요 될 수 있음)※ 참고.내림차 순위의 정렬기준으로 자동 반영되며, 선택한 선정기준의 순위가 같을 경우 최신 상품이 우선적으로 노출됩니다.  선택한 선정기준에 해당되는 상품이 없을 경우 최신등록순과 동일하게 노출됩니다.            


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
쇼핑스토리 컴포넌트는 어떻게 설정하나요?,"[스토어 전시관리 > 쇼핑 스토리 관리] 메뉴에 스토리를 등록하면 자동으로 전시합니다.스토어 홈에는 최신 기준으로 최대 3개의 스토리를 전시할 수 있으며, 스토리에 등록 이미지 유무에 따라 아래와 같이 전시됩니다. (4개째부터는 더보기 버튼을 통해 제공)또한 이미지의 경우 스마트에디터 ONE에서 등록한 제일 첫번째 이미지가 노출 됩니다.※ 참고. · [스토어 전시관리 > 스마트스토어 > 컴포넌트 관리]메뉴 내 '쇼핑 스토리'영역이 ON으로 설정되어있어야 스토어 홈에 노출됩니다.  · 하단 '미리보기' 버튼 클릭 시 쇼핑스토리 모바일 창이 노출되며, 쇼핑스토리 등록 전 쇼핑스토리 상세 화면을 미리 확인하실 수 있습니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
스토리형 상품 컴포넌트는 어떻게 설정하나요?,"스토리형 상품 컴포넌트는 아래 4가지 유형의 컨텐츠를 조합하여 최대 22개 슬롯 형태로 전시 됩니다.단, 1번 항목에 최소 10개 상품이 선정되어 있어야 컴포넌트가 전시되며, 그보다 적으면 컴포넌트 전체가 자동 비노출 처리 됩니다.          스토리형 상품 전시 설정1. 상품 직접 지정전시종료/판매종료에 대비하여 20개 상품까지 자유롭게 선정할 수 있고, 그 중 최대 15개 상품이 전시됩니다.2. 랭킹상품집계기준(일간, 주간, 월간)에 따라 상품을 자동으로 선정하며, 그 중 최대 5개 상품이 전시됩니다.3. 베스트 리뷰 상품상품평이 7일 이내 작성된 이력이 있는 상품을 자동 선정하여, 그 중 최대 3개 상품이 전시됩니다.4. 쇼핑스토리[스토어 전시 관리 > 쇼핑스토리 관리]에 등록된 스토리가 최대 3개 전시됩니다.단, PC는 4열 슬롯 형태로 전시되고 모바일은 1열로 전시됩니다.이미지 예시)PC  모바일            


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
DataTab(데이터탭) 연령별/성별 검색 인기도 비노출 할 수 있나요?,"PC 트렌디형, 스토리형 > 소개 페이지 내 데이터탭은 정보가 존재하는 경우 무조건 노출되며, 비노출 설정은 불가합니다.  ※ 참고.  · 모바일의 경우 [스마트스토어 > 스토어 및 셀러 정보관리]메뉴를 통해 '스토어데이터랩' ON/OFF 설정이 가능합니다.  · 키워드 추출 로직 개선을 위해 2022년 1월 19일(수)부터 키워드가 비노출 진행되었습니다. 이 점 양해 부탁드리겠습니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
상품 전시이미지 하단 상품 설명을 노출하고 싶어요.,"상품 전시이미지 하단의 상품에 대한 요약정보를 제공하는 기준은 상세설명을 SmartEditor ONE으로 작성한 상품에만 노출됩니다. 만약 상세설명을 HTML 소스로 작성한 경우 상세설명 요약정보가 노출되지 않습니다.   ※ 참고. 상세설명을 HTML 소스로 작성할 경우 '모바일 미리보기' 지원이 되지 않을 수 있습니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
알림받기란 무엇인가요?,"구매자가 관심있는 스마트스토어나 쇼핑윈도를 알림받기하는 기능으로,[네이버쇼핑 > 쇼핑MY > 관심 스토어]에 노출됩니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
알림받기 고객 수를 확인할 수 있나요?,"스토어별 알림받기 고객 수는 스마트스토어센터 메인의 대시보드의 '스토어현황' 또는 스토어에 직접 접속하여 확인할 수 있습니다.          <스마트스토어센터 메인>스토어 현황에서 확인되는 알림받기 수는 '전일(어제) 알림받기 동의 누적 수'를 의미합니다.  <스토어 메인>스토어 홈 메인에서 확인되는 관심고객 수는 '기존 스토어찜과 알림받기 동의 고객수'의 합산을 의미합니다. (중복 고객 제외)           


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
상품찜 개수가 줄어들었어요.,"상품찜은 찜한 시점을 기준으로 최대 1년까지만 유지되며 1년이내 구매자가 직접 찜하기 해제처리를 진행하는 경우 해제 됩니다.이경우 상품찜 수는 줄어들 수 있습니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
찜한 상품의 상품 정보가 실제 상품 정보와 다를 수 있나요?,"[네이버쇼핑 > 쇼핑MY > 찜한 상품]에 저장이 되면 해당 상품 정보 변경 시 바로 업데이트 됩니다.※ 참고. 스마트스토어, 쇼핑윈도 기준으로 실시간 처리되나, 네이버 외부 쇼핑몰의 상품인 경우 상품 정보가 전달 처리되는 데 시간차가 24시간 이상 있을 수 있습니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
스마트스토어 검색바 검색 조건은 어떻게 되나요?,"상품번호, 상품명 , 상품 태그 등록 시 검색바에서 검색이 가능합니다.상품 태그 검색 시에는 스마트스토어 검색바에 '#'을 앞에 붙여서 태그 입력해주시면 됩니다.※ 참고.· 스마트스토어 내 검색창에서 특정키워드가 상품명에 있으나 검색되지 않는 경우 입력한 단어가 실제로 존재하지 않는 단어이기 때문에 조회되지 않는 부분입니다.(검색사전에 존재하지 않는 단어) · 검색에 대해 20분 간격으로 업데이트되고 있습니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
스토어 등급 노출을 안하고 싶어요. 어떻게 해야 하나요?,"스토어 등급, 서비스 만족 여부 노출을 원치 않는 경우 [스토어 전시관리 > 스마트스토어 > 컴포넌트 관리] 메뉴에서 미노출 설정이 가능합니다.            스토어 등급, 서비스 만족 여부 미노출 설정 방법1. [스토어 전시관리 > 스마트스토어 > 컴포넌트 관리] 메뉴로 접속합니다.2. '스토어 및 셀러 정보' 컴포넌트를 클릭하여 스토어 등급을 OFF 설정해 주세요.3. 우측 상단 '전체 적용하기'버튼을 클릭해 주세요.            


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
"전시할 상품영역에서 확인되는 상품 데이터 기준(주문수, 유입수, 구매율, 찜수)은 어떻게 되나요?","전시할 상품영역에서 선정한 상품 별로 최근 한달 기준(1달전~어제)의 주문수, 유입, 구매율과 누적 상품찜수 데이터를 제공합니다.         전시할 상품영역 데이터 기준  · 주문수 : 한달 간 해당 상품의 주문수 (구매확정 기준, 취소/환불 등 제외)  · 유입 : 한달 간 해당 상품의 유입된 유입수 (방문 시마다 중복 체크)  · 구매율 : 한달 간 해당 상품의 유입대비 주문수 (구매확정 기준, 취소/환불 등 제외) · 누적 상품찜수 : 해당 상품의 현재 찜수         ※ 참고. 유입은 별도 중복 제거 없이 방문 시마다 카운트하고 있습니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
제가 운영 중인 다른 스토어의 상품이 노출되고 있어요.,"컴포넌트 관리를 통해 스토어 설정 시 동일 브라우저를 사용하여 각각의 탭에 서로 다른 스토어가 로그인 되어있을 경우 발생하는 오류입니다.A스토어로 스토어 이동 시, 다른 탭에 로그인 되어있는 B스토어도 자동으로 A스토어로 이동이 되어야 하나, 간헐적으로 동작이 제대로 이뤄지지 않아 발생하는 경우가 있습니다. 이 경우 번거로우시겠지만 [스토어 전시관리 > 스마트스토어 (NEW) > 컴포넌트 관리] 메뉴에서 다시 수정이 필요합니다.여러개의 스토어를 보유하고 있으며 각각의 전시 설정이 필요한 경우, 동일 브라우저가 아닌 서로 다른 브라우저로 각각 로그인하여 설정이 필요합니다.※ 예시· A스토어 → Edge 접속· B스토어 → 크롬으로 접속 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
베스트상품 컴포넌트 설정 시 텍스트 짤림 현상이 발생해요.,"베스트상품 컴포넌트의 경우 텍스트 잘림이 디자인 컨셉인 영역입니다. 반영 시 잘림현상이 걱정되신다면, 다른 테마 또는 상품 컬렉션을 이용 부탁드립니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
스마트스토어 로고이미지 위치 조정이 가능한가요?,"2021년 7월 8일(목)부터 장바구니 아이콘이 오른쪽에 추가되면서 스마트스토어 로고 위치가 이동되었습니다. 여백이 있는 이미지를 사용하였을 경우 예시 왼쪽 이미지처럼 좌측에 빈공간이 생기기 때문에 여백을 줄여 오른쪽처럼 보이도록 변경해 주세요. ※ 참고. · 로고 이미지 수정은 [스토어 전시관리 > 스마트스토어 > 컴포넌트 관리]메뉴 내 '스토어 이름'영역에서 진행하실 수 있습니다.  · 브랜드스토어 로고 이미지 변경은 [스토어 전시관리 > 브랜드스토어 > 컴포넌트관리 > 공통GNB]메뉴 내 '브랜드명 관리'에서 진행하실 수 있습니다.  


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
베스트리뷰상품 영역이 노출되지 않습니다. 왜그런가요?,"베스트리뷰상품 컴포넌트는 [스토어 전시관리 > 스마트스토어 > 컴포넌트 관리]메뉴에서 설정 관리가 가능합니다. 베스트리뷰상품 컴포넌트는 자동등록/직접등록 중 선택하여 관리할 수 있습니다.          베스트리뷰 상품 자동등록 기준- 1일 1번 자동 배치 선정 - 최근 1주일(당일 제외, D-1 ~ D-7) 리뷰가 작성된 상품 대상- 평점 높은순 > 도움 높은순 > 최신 등록순   (베스트 리뷰로 선정된 게 있다면 평점 높은순보다 우선 적용됩니다.)베스트 상품 직접등록 기준- 리뷰가 있는 상품이라면 '상품 추가'버튼을 통해 추가 가능 - 상품 직접 등록 후 리뷰 추출 기준 : 평점 높은순 > 도움 높은순 > 최신 등록순          ※ 참고. · 최소 4개 상품이 선정되어야 전시되며, 3개 이하이면 영역 전체가 노출되지 않습니다. · ‘리뷰노출 안함’으로 등록된 식품 카테고리 상품 또는 평점이 3점미만이면 대상에서 제외됩니다.  · 랭킹 높은 순이란? 작성된 텍스트, 첨부된 포토/동영상, 최신 작성일 등을 기준으로 점수화되어 정렬한 것을 의미합니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
상품상세페이지 상단 베스트상품은 어떤 기준으로 노출되나요?,"상품 상세페이지 상단에 '베스트 상품'은 최대 10개까지 노출됩니다.5개가 넘어가는 경우 좌우 버튼이 생기며, 버튼을 클릭하여 페이지 단위로 넘겨보실 수 있습니다.(베스트상품을 수정 및 비노출하는 기능은 제공하고 있지 않습니다.) 베스트 상품 선정 기준 최근 3일간 (당일 제외, D-1~D-3) 결제완료된 상품만 노출 (결제취소, 결제대기 상태 모두 제외) ※ 참고.  · 베스트상품은 선정 기준 내 정상적인 구매내역이 있는 상품만 노출됩니다.   


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
베스트 상품 컴포넌트 설정 후 메인에서 확인 시 4위(BEST)만 다른색상으로 노출됩니다.,"베스트 상품 컴포넌트에서 자동집계 기간(일간, 주간, 월간) 선택 후 저장하여 스마트스토어 메인 홈에 노출될 경우4번째 영역만 다른 색으로 노출되도록 디자인되었습니다. 1,2,3 BEST의 경우 동일한 색상으로 적용되나, 4 BEST는 다른 색상으로 적용되는 점 참고 부탁드리겠습니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
"컴포넌트 관리 영역에서 베스트상품, 신상품, 전체상품 내 상품 이미지 타입 사이즈는 어떻게 되나요?","등록한 상품이 '브라우저/모바일' 컴포넌트 영역에 따라 자동으로 리사이징되어 반영되므로 사이즈(고정 픽셀 값) 안내가 어렵습니다.※ 참고. 정사각형 1:1, 세로 직사각형 29:40, 가로 직사각형 116:93 비율의 배수로 해상도에 따라 적용됩니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
기획전 배너 컴포넌트는 어떻게 설정하나요?,"[스토어 전시관리 > 스마트스토어 > 컴포넌트 관리]메뉴 내 '기획전 배너' ON/OFF 설정이 가능합니다. ON으로 설정하시면 현재 진행중인 기획전이 스토어 홈에 노출됩니다.※ 참고.· 기획전 등록 시 진행한 배너가 노출되는 것이 아닌 상품 이미지가 노출되며, 상품 이미지 디자인은 '세로 - 직사각형'형태로 노출됩니다.· 제안한 기획전의 심사상태 값이 '심사안함' 일 경우에도 기획전 배너 ON 으로 설정 시 스토어메인 내 기획전 노출 및 클릭하면 기획전 페이지로 이동됩니다.  단, 기획전 배너ON를 설정했으나 스토어 메인에 미노출 될 경우 [노출관리 > 기획전 관리] 메뉴 내 목록에서 제인한 기획전이 스마트스토어 노출 여부가 '노출'으로 되어있는지 확인해주세요.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



관련 도움말/키워드

기획전을 등록했으나 심사요청은 안했는데, 스토어 메인에 기획전이 노출되고 있어요.



도움말 닫기"
모바일 GNB 배경색을 흰색(흰배경)으로 어떻게 설정하나요?,"모바일 GNB 배경색을 흰색(흰배경)으로 설정을 원하시면 [스토어 전시관리 > 스마트스토어 > 컴포넌트관리] 메뉴로 이동하여,'스토어 이름' 영역 하단 '모바일 GNB배경 화이트 적용'을 ON 설정을 통해 반영 가능합니다.안내해드린 영역이 노출되지 않는다면, 스토어명을 로고형으로 선택한 이후 모바일 로고 이미지를 등록해 주셔야 모바일 GNB 배경 화이트 적용 ON/OFF 설정이 가능합니다.이미지 참고) 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
스토어 데이터랩(Datalab)검색 키워드 태그 기준은 어떻게 되나요?,"연령별/성별 검색 키워드 태그 기준은 아래와 같습니다. 구체적인 기준은 안내 불가한 점 양해 부탁드립니다.연령별/성별 검색 키워드 태그 기준사용자의 검색/클릭 데이터를 기반으로 하여 스토어 내 상품 태그를 보여주는 방식! 주의. 키워드 추출 로직 개선을 위해 2022년 1월 19일(수)부터 키워드가 비노출 진행되었습니다. 이 점 양해 부탁드리겠습니다.  


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
브랜드스토어가 무엇인가요?,"'브랜드 전용 전시관리툴'을 제공하여 브랜드만의 개성을 살릴 수 있도록 다양한 전시관리를 할 수 있는 스토어 입니다. 다만, 브랜드스토어는 별도 요청/신청은 받고 있지는 않으며 내부에서 정한 기준에 따라 브랜드스토어 권한 부여를 제공하고 있습니다.브랜드스토어 서비스 오픈 후 안정화를 위해 일부 기간은 대상자를 한정하여 운영하고 있으며 추후 대상자 확대 시 공지사항을 통해 안내해 드리도록 하겠습니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



관련 도움말/키워드

브랜드 패키지가 브랜드스토어인가요?
브랜드 패키지는 어떻게 신청하나요?



도움말 닫기"
브랜드 패키지가 브랜드스토어인가요?,"브랜드 패키지와 브랜드스토어는 별개이며, 브랜드 패키지 가입 후 제휴 담당자와 협의하여 브랜드스토어 진행 여부가 결정됩니다. 브랜드 패키지는 네이버 쇼핑에서 서비스되는 브랜드 제품 정보를 브랜드사가 직접 관리할 수 있도록 패키징 한 맞춤 프로그램입니다.브랜드 패키지 신청 및 조건 보러가기》 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
브랜드 패키지는 어떻게 신청하나요?,"브랜드 패키지 가입 자격요건 및 심사기준은 네이버 쇼핑 정책에 따라 운영되고 있습니다.보다 자세한 사항은 아래의 링크 확인 부탁드립니다. 브랜드 패키지 신청 및 조건 보러가기》 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
상품상세 블로그글 노출이 무엇인가요?,"브랜드스토어를 이용하고 있는 판매자 중 특정 판매자 대상으로 '가치있는 블로그글'을 상품 상세페이지 ""리뷰"" 영역에 노출 할 수 있는 기능입니다.[문의/리뷰관리 > 상품상세 블로그글 노출]메뉴를 통해 상품 추가 및 블로그글을 설정하실 수 있습니다. ※ 참고.입력 후 작성자에 의해 삭제/비공개되거나 징계적용된 블로그글은 블로그 수정 버튼 클릭 시 자동으로 노출 제외됩니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



관련 도움말/키워드

브랜드스토어가 무엇인가요?



도움말 닫기"
"프로모션 이미지, 자유배너 컴포넌트 내 적용 가능한 링크(URL)는 어떤 것이 있나요?","프로모션 이미지/자유배너 컴포넌트에서 연결할 수 있는 이미지 링크는 판매자님께서 등록한 상품 또는 네이버에서 제공하는 서비스에 한하여 URL 등록이 가능합니다.'네이버 블로그, 네이버 카페, 라이브 예고 페이지, 기획전' 등 'naver.com'이 포함된 URL인 경우에 한하여 연결됩니다.※ 참고. · 네이버 블로그 URL 링크가 정상적으로 작동하지 않는 경우 아래와 같이 변경하여 시도해 주세요.  예시) 'https://아이디.blog.me' → 'https://blog.naver.com/아이디' 로 변환 필요· 네이버에서 제공하는 서비스지만, 'naver.com'이 포함되지 않은 경우는 현재 연결되지 않는 점 양해 부탁드립니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
"베스트 리뷰 상품의 대표이미지가 모바일 환경에서 일부 잘려서 노출됩니다, 왜 그런건가요?","현재 PC와 모바일의 대표이미지 비율이 달라 잘림 현상이 발생하고 있습니다.빠른 시일 내에 개선될 수 있도록 진행하겠습니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
스토어 홈에 등록한 상품 태그가 노출되지 않습니다.,"상품 태그가 노출가능한 컴포넌트는 아래와 같습니다. 이외 컴포넌트에서는 등록된 태그가 노출되지 않습니다. 상품 태그가 노출되는 컴포넌트· 신상품· 자유상품· 베스트 상품※ 참고.판매님께서 상품 등록 시 설정한 태그의 경우 최대 3개까지만 노출되며, 반영되기까지 약간의 시간이 소요될 수 있습니다.  


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
스토어 홈에 상품 노출 시 상세페이지에 기재한 문구가 노출되지 않도록 하고싶어요.,"상세페이지를 HTML로 작성한 경우에는 노출되지 않습니다.다만, 스마트에디터ONE으로 작성한 경우 상세페이지 내 제일 위쪽 텍스트를 발췌하여 노출이 이뤄집니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
스토어홈에 '스토어 등급/굿서비스' 아이콘이 노출되지 않습니다.,"스토어 등급, 서비스 만족 아이콘은[스토어 전시관리 > 스마트스토어 > 컴포넌트 관리 > 스토어 및 셀러 정보]에서 스토어 등급 ON으로 설정되어 있어야 합니다. 단, 노출로 설정하더라도 스토어 등급이 새싹, 씨앗 등급이거나, 만족도 데이터가 없는 경우는 미노출 됩니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
베스트 카테고리 선정기준은 어떻게 되나요?,"실시간 / 일간 / 주간 / 월간 구매 데이터 기반,판매량 높은 상품을 매일 자동 선정하여 각각 최대 30개 노출합니다.           베스트 카테고리 선정기준 · 실시간 : 오늘 판매량 높은 상품 (집계 시간 : 당일 00:00 ~ 24:00) · 일간 : 최근 1일간의 구매 데이터를 통계(당일 제외, D-1)· 주간 : 최근 7일간의 구매 데이터를 통계(당일 제외, D-7~D-1)· 월간 : 최근 30일간의 구매 데이터를 통계(당일 제외, D-30~D-1) 만약, 각 기준에 맞는 상품이 부족할 경우(30개 미만) ""전체상품"" 카테고리 인기도순 상품을 채워서 전시합니다.            ※ 참고. · 당일 구매 데이터가 1개 미만인 경우 실시간 베스트를 노출하지 않습니다.  · D-1(전일) 구매 데이터가 1개 미만인 경우 일간 베스트가 노출하지 않습니다.· D-7 ~ D-1의 구매 데이터가 1개 미만인 경우 주간 베스트가 노출하지 않습니다. · 실시간 / 일간 / 주간 / 월간 베스트 모두 1개 미만일 경우 ""전체상품"" 인기도순 상품으로 전시합니다. (인기도순 : 최근 3일간의 구매 데이터를 통계 (당일 제외, D-1 ~ D-3 까지)) 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
베스트 카테고리에서 썸네일 이미지가 잘려보입니다.,"베스트 카테고리에서 노출되는 썸네일은 1:1 비율로 적용됩니다.썸네일 이미지가 잘려보일 경우 상품 등록 시 대표이미지를 1:1 비율로 맞춰 반영해 주세요.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
베스트 카테고리 설정을 변경하고 싶어요.,"베스트 카테고리 설정은 [스토어 전시관리 > 스마트스토어 > 컴포넌트 관리 > 카테고리&메뉴 관리] 영역에서 변경하실 수 있습니다.타이틀 및 노출 설정(ON/OFF) 변경 시 PC와 모바일 일괄 적용되며, 개별 설정은 불가합니다. ※ 참고. · 실시간/일간/주간/월간 베스트 경우 베스트 선정 기준에 따라 자동추출되므로 별도 노출 설정은 불가합니다.· 단, 스토어 전체 상품이 5개 미만인 경우 '노출함'으로 설정하더라도 베스트 카테고리 페이지가 노출되지 않습니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
상품상세 옵션 필터에서 선택한 값과 다른 옵션의 리뷰가 노출돼요.,"옵션 필터에서는 일부 문구가 다르더라도, 스마트스토어 옵션 데이터 등록 패턴 등을 기반으로 분석하여동일한 옵션값으로 추정될 경우 함께 조회 되도록 지원하고 있습니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
'관심고객수'가 무엇인가요?,"알림받기 통합 적용으로 인해 스토어찜이 중단되었으며, 기존에 설정한 스토어찜과 알림받기 고객수를 합산하여 관심고객수로 보여줍니다. (중복 고객 제외)구매자가 알림받기 동의를 할 경우 관심받기 수도 함께 증가하며,구매자는 [네이버쇼핑 > 쇼핑MY > 관심 스토어]를 통해 알림받기 동의한 스토어에 방문이 가능합니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
상품페이지 상단에 노출되는 혜택 배너는 어떻게 설정하나요?,"상품페이지 상단에 노출되는 혜택 배너는 브랜드스토어를 운영하는 판매자 대상으로 설정할 수 있습니다.단, 브랜드스토어 신제품 마케팅 솔루션을 구독해야 해당 기능을 사용할 수 있습니다.브랜드스토어 신제품 마케팅 바로가기》​           혜택 배너 설정 방법 (신제품 혜택 강조 배너 설정 방법)1. 스마트스토어센터 내 [스토어 전시관리 > 브랜드스토어] 메뉴로 접속합니다.2. 좌측 상단 '컴포넌트 관리' 클릭 후 '프로모션 관리'로 접속합니다.3. 프로모션 유형을 신제품으로 선택합니다. 이때 솔루션 구독에 대한 안내가 노출되며, 구독 후 설정 가능합니다.4. 3번째 ""상품상세에 혜택 강조하기""를 통해 배너 '노출함'으로 설정합니다.5. 이후 배너 스타일(라이트/다크 중 선택), 혜택 설명 등을 설정 후 마무리합니다.※ 참고. 배너 스타일의 색상은 라이트/다크 중 선택 가능하며, 그 외 색상은 기능이 제공되지 않습니다.​           배너 스타일(라이트/다크) 선택에 따른 노출 예시)


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



관련 도움말/키워드

브랜드스토어가 무엇인가요?



도움말 닫기"
